date,volume
2021-11-24,3057313.0
2021-11-26,4545928.0
2021-11-29,4644605.0
2021-11-30,5441408.0
2021-12-01,5090752.0
2021-12-02,4710390.0
2021-12-03,9818949.0
2021-12-06,10129856.0
2021-12-07,7786222.0
2021-12-08,4088135.0
2021-12-09,6159358.0
2021-12-10,5132237.0
2021-12-13,7451114.0
2021-12-14,4451260.0
2021-12-15,7298450.0
2021-12-16,4222158.0
2021-12-17,5699128.0
2021-12-20,5573734.0
2021-12-21,4921730.0
2021-12-22,3705850.0
2021-12-23,5511021.0
2021-12-27,4853242.0
2021-12-28,5865275.0
2021-12-29,4150448.0
2021-12-30,3948672.0
2021-12-31,4769568.0
2022-01-03,4769568.0
2022-01-04,3454428.0
2022-01-05,5295024.0
2022-01-06,6378942.0
2022-01-07,8493969.0
2022-01-10,8237105.0
2022-01-11,7310628.0
2022-01-12,7312726.0
2022-01-13,6716647.0
2022-01-14,4533037.0
2022-01-18,7143081.0
2022-01-19,5702492.0
2022-01-20,6623677.0
2022-01-21,15641373.0
2022-01-24,16244678.0
2022-01-25,8392537.0
2022-01-26,7580128.0
2022-01-27,5814702.0
2022-01-28,5549835.0
2022-01-31,4465447.0
2022-02-01,4524791.0
2022-02-02,4057391.0
2022-02-03,4811958.0
2022-02-04,6348978.0
2022-02-07,8606425.0
2022-02-08,6905392.0
2022-02-09,6358173.0
2022-02-10,8048152.0
2022-02-11,6474540.0
2022-02-14,4587304.0
2022-02-15,3545597.0
2022-02-16,3789640.0
2022-02-17,7359907.0
2022-02-18,7639356.0
2022-02-22,7816488.0
2022-02-23,7816488.0
2022-02-24,10243379.0
2022-02-25,4890142.0
2022-02-28,7090485.0
2022-03-01,7559536.0
2022-03-02,4982426.0
2022-03-03,4380077.0
2022-03-04,6319904.0
2022-03-07,6599869.0
2022-03-08,5597692.0
2022-03-09,5106468.0
2022-03-10,4563336.0
2022-03-11,4697885.0
2022-03-14,2646604.0
2022-03-15,2443552.0
2022-03-16,3676874.0
2022-03-17,3223357.0
2022-03-18,3433417.0
2022-03-21,2923185.0
2022-03-22,3865329.0
2022-03-23,3865329.0
2022-03-24,5397204.0
2022-03-25,4851259.0
2022-03-28,5912152.0
2022-03-29,3836476.0
2022-03-30,3701280.0
2022-03-31,3344340.0
2022-04-01,5140602.0
2022-04-04,3972522.0
2022-04-05,4528551.0
2022-04-06,6273748.0
2022-04-07,3769516.0
2022-04-08,4304550.0
2022-04-11,4707856.0
2022-04-12,3301748.0
2022-04-13,3446514.0
2022-04-14,3064474.0
2022-04-18,3587154.0
2022-04-19,2927925.0
2022-04-20,2293559.0
2022-04-21,2293559.0
2022-04-22,3365510.0
2022-04-25,3468564.0
2022-04-26,3537163.0
2022-04-27,3538365.0
2022-04-28,2307484.0
2022-04-29,2712814.0
2022-05-02,5133243.0
2022-05-03,2991465.0
2022-05-04,3229572.0
2022-05-05,4696329.0
2022-05-06,3795283.0
2022-05-09,12948940.0
2022-05-10,5847394.0
2022-05-11,10259241.0
2022-05-12,10183409.0
2022-05-13,7477363.0
2022-05-16,4409021.0
2022-05-17,4126968.0
2022-05-18,4761463.0
2022-05-19,5247939.0
2022-05-20,3933725.0
2022-05-23,3799983.0
2022-05-24,5374906.0
2022-05-25,2746141.0
2022-05-26,3659885.0
2022-05-27,3971472.0
2022-05-31,4825033.0
2022-06-01,3761986.0
2022-06-02,3506600.0
2022-06-03,2464494.0
2022-06-06,3755807.0
2022-06-07,3287696.0
2022-06-08,4892782.0
2022-06-09,2361329.0
2022-06-10,4147080.0
2022-06-13,12296258.0
2022-06-14,9031837.0
2022-06-15,12178288.0
2022-06-16,8502118.0
2022-06-17,11287077.0
2022-06-21,9866632.0
2022-06-22,31541066.0
2022-06-23,5796781.0
2022-06-24,7367877.0
2022-06-27,5403045.0
2022-06-28,5526357.0
2022-06-29,4122784.0
2022-06-30,8188866.0
2022-07-01,5610404.0
2022-07-05,4583331.0
2022-07-06,4012921.0
2022-07-07,3506867.0
2022-07-08,3776175.0
2022-07-11,2516858.0
2022-07-12,3214948.0
2022-07-13,4024378.0
2022-07-14,3357062.0
2022-07-15,4207682.0
2022-07-18,4998906.0
2022-07-19,6146093.0
2022-07-20,6516274.0
2022-07-21,3620457.0
2022-07-22,3487245.0
2022-07-25,3744630.0
2022-07-26,3766872.0
2022-07-27,3657470.0
2022-07-28,5422834.0
2022-07-29,3871043.0
2022-08-01,2501635.0
2022-08-02,2909377.0
2022-08-03,4461694.0
2022-08-04,2281505.0
2022-08-05,2820828.0
2022-08-08,3930180.0
2022-08-09,3218809.0
2022-08-10,3890218.0
2022-08-11,4200379.0
2022-08-12,3123629.0
2022-08-15,2419090.0
2022-08-16,1929299.0
2022-08-17,3095329.0
2022-08-18,2138456.0
2022-08-19,3963766.0
2022-08-22,2422492.0
2022-08-23,1986692.0
2022-08-24,1582637.0
2022-08-25,1283314.0
2022-08-26,2846416.0
2022-08-29,2666560.0
2022-08-30,2666560.0
2022-08-31,2365238.0
2022-09-01,2828035.0
2022-09-02,2457587.0
2022-09-06,4956951.0
2022-09-07,4956951.0
2022-09-08,2226603.0
2022-09-09,4067158.0
2022-09-12,3610967.0
2022-09-13,3090701.0
2022-09-14,2672105.0
2022-09-15,2135259.0
2022-09-16,2803336.0
2022-09-19,4125627.0
2022-09-20,1742279.0
2022-09-21,2534178.0
2022-09-22,2750790.0
2022-09-23,4061967.0
2022-09-26,2202741.0
2022-09-27,2941485.0
2022-09-28,2986310.0
2022-09-29,2556272.0
2022-09-30,2750202.0
2022-10-03,3100256.0
2022-10-04,3677231.0
2022-10-05,3287491.0
2022-10-06,2006882.0
2022-10-07,2751873.0
2022-10-10,2369199.0
2022-10-11,1944706.0
2022-10-12,1483169.0
2022-10-13,3967189.0
2022-10-14,2092439.0
2022-10-17,2120564.0
2022-10-18,2767615.0
2022-10-19,1372030.0
2022-10-20,2323913.0
2022-10-21,3351356.0
2022-10-24,2285515.0
2022-10-25,4320066.0
2022-10-26,6953844.0
2022-10-27,2644783.0
2022-10-28,3714942.0
2022-10-31,3079588.0
2022-11-01,2458518.0
2022-11-02,2871993.0
2022-11-03,2519630.0
2022-11-04,4956985.0
2022-11-07,3329654.0
2022-11-08,13081389.0
2022-11-09,17366392.0
2022-11-10,10626560.0
2022-11-11,14607877.0
2022-11-14,9897746.0
2022-11-15,6307409.0
2022-11-16,11664735.0
2022-11-17,6986876.0
2022-11-18,12766237.0
2022-11-21,16232547.0
2022-11-22,13114107.0
2022-11-23,5144462.0
2022-11-25,1934728.0
2022-11-28,4074523.0
2022-11-29,3351348.0
2022-11-30,3699613.0
2022-12-01,3896576.0
2022-12-02,2340362.0
2022-12-05,2676553.0
2022-12-06,2382830.0
2022-12-07,6884849.0
2022-12-08,4662359.0
2022-12-09,8596664.0
2022-12-12,3656510.0
2022-12-13,4659802.0
2022-12-14,4894555.0
2022-12-15,2934431.0
2022-12-16,3795931.0
2022-12-19,3558443.0
2022-12-20,3390337.0
2022-12-21,2535071.0
2022-12-22,3381448.0
2022-12-23,2210999.0
2022-12-27,4450152.0
2022-12-28,3886105.0
2022-12-29,4421064.0
2022-12-30,4907378.0
